rcap,rcap_numeric,region_id,voltage_kv,feasible,status,cumulative_in_service_eac_wanyuan,capacity_action_delta_mva,action_types,candidate_ids,selected_action_count,policy_basis,retirement_candidates_enabled,physical_clr_2025,policy_control_ratio_2025,installed_capacity_mva_2025,storage_modules,p_plus_mw_2025,p_minus_mw_2025,cos_phi,reverse_beta,scenario_id,net_load_scale,storage_cost_multiplier,expansion_cost_multiplier
2.2,2.2,QX-00004,110,True,feasible,346.8312997682236,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.972661915873116,2.2,1885.5,124.0,634.28,0.0,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.2,2.2,QX-00005,110,True,feasible,1420.7709368772253,50.0,new_third_transformer;storage,EXP-QX-00005-BDZ-00162-01,2,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.1715719588060014,2.1715719588060014,2077.0,465.0,956.45,375.6034408297081,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.2,2.2,QX-00007,110,True,feasible,0.0,0.0,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.036537983542863,2.036537983542863,3113.5,0.0,1528.82,0.0,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.2,2.2,QX-00008,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.2,2.2,QX-00009,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.2,2.2,QX-00010,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.3,2.3,QX-00001,110,True,feasible,385.56524475974464,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.2679276466807456,2.2679276466807456,1235.0,138.0,544.55,0.0,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.3,2.3,QX-00003,110,True,feasible,483.7612055054067,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.2346101012682493,2.2346101012682493,699.5,173.0,313.03,0.0,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.3,2.3,QX-00004,110,True,feasible,346.8312997682236,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.972661915873116,2.3,1885.5,124.0,634.28,0.0,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.3,2.3,QX-00005,110,True,feasible,1420.7709368772253,50.0,new_third_transformer;storage,EXP-QX-00005-BDZ-00162-01,2,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.1715719588060014,2.1715719588060014,2077.0,465.0,956.45,375.6034408297081,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.3,2.3,QX-00007,110,True,feasible,0.0,0.0,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.036537983542863,2.036537983542863,3113.5,0.0,1528.82,0.0,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.3,2.3,QX-00008,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.3,2.3,QX-00009,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.3,2.3,QX-00010,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.4,2.4,QX-00001,110,True,feasible,174.89230447581042,50.0,new_third_transformer;storage,EXP-QX-00001-BDZ-00058-01,2,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.359746579744744,2.359746579744744,1285.0,19.0,544.55,0.0,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.4,2.4,QX-00003,110,True,feasible,483.7612055054067,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.2346101012682493,2.2346101012682493,699.5,173.0,313.03,0.0,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.4,2.4,QX-00004,110,True,feasible,346.8312997682236,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.972661915873116,2.4,1885.5,124.0,634.28,0.0,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.4,2.4,QX-00005,110,True,feasible,1420.7709368772253,50.0,new_third_transformer;storage,EXP-QX-00005-BDZ-00162-01,2,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.1715719588060014,2.1715719588060014,2077.0,465.0,956.45,375.6034408297081,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.4,2.4,QX-00007,110,True,feasible,0.0,0.0,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.036537983542863,2.036537983542863,3113.5,0.0,1528.82,0.0,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.4,2.4,QX-00008,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.4,2.4,QX-00009,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.4,2.4,QX-00010,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.5,2.5,QX-00001,110,True,feasible,174.89230447581042,50.0,new_third_transformer;storage,EXP-QX-00001-BDZ-00058-01,2,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.359746579744744,2.359746579744744,1285.0,19.0,544.55,0.0,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.5,2.5,QX-00003,110,True,feasible,483.7612055054067,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.2346101012682493,2.2346101012682493,699.5,173.0,313.03,0.0,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.5,2.5,QX-00004,110,True,feasible,346.8312997682236,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.972661915873116,2.5,1885.5,124.0,634.28,0.0,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.5,2.5,QX-00005,110,True,feasible,1420.7709368772253,50.0,new_third_transformer;storage,EXP-QX-00005-BDZ-00162-01,2,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.1715719588060014,2.1715719588060014,2077.0,465.0,956.45,375.6034408297081,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.5,2.5,QX-00007,110,True,feasible,0.0,0.0,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.036537983542863,2.036537983542863,3113.5,0.0,1528.82,0.0,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.5,2.5,QX-00008,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.5,2.5,QX-00009,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.5,2.5,QX-00010,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.6,2.6,QX-00001,110,True,feasible,174.89230447581042,50.0,new_third_transformer;storage,EXP-QX-00001-BDZ-00058-01,2,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.359746579744744,2.359746579744744,1285.0,19.0,544.55,0.0,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.6,2.6,QX-00003,110,True,feasible,483.7612055054067,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.2346101012682493,2.2346101012682493,699.5,173.0,313.03,0.0,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.6,2.6,QX-00004,110,True,feasible,346.8312997682236,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.972661915873116,2.6,1885.5,124.0,634.28,0.0,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.6,2.6,QX-00005,110,True,feasible,1420.7709368772253,50.0,new_third_transformer;storage,EXP-QX-00005-BDZ-00162-01,2,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.1715719588060014,2.1715719588060014,2077.0,465.0,956.45,375.6034408297081,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.6,2.6,QX-00007,110,True,feasible,0.0,0.0,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.036537983542863,2.036537983542863,3113.5,0.0,1528.82,0.0,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.6,2.6,QX-00008,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.6,2.6,QX-00009,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.6,2.6,QX-00010,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.7,2.7,QX-00001,110,True,feasible,174.89230447581042,50.0,new_third_transformer;storage,EXP-QX-00001-BDZ-00058-01,2,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.359746579744744,2.359746579744744,1285.0,19.0,544.55,0.0,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.7,2.7,QX-00003,110,True,feasible,483.7612055054067,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.2346101012682493,2.2346101012682493,699.5,173.0,313.03,0.0,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.7,2.7,QX-00004,110,True,feasible,346.8312997682236,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.972661915873116,2.7,1885.5,124.0,634.28,0.0,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.7,2.7,QX-00005,110,True,feasible,1420.7709368772253,50.0,new_third_transformer;storage,EXP-QX-00005-BDZ-00162-01,2,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.1715719588060014,2.1715719588060014,2077.0,465.0,956.45,375.6034408297081,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.7,2.7,QX-00007,110,True,feasible,0.0,0.0,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.036537983542863,2.036537983542863,3113.5,0.0,1528.82,0.0,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.7,2.7,QX-00008,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.7,2.7,QX-00009,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.7,2.7,QX-00010,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.8,2.8,QX-00001,110,True,feasible,174.89230447581042,50.0,new_third_transformer;storage,EXP-QX-00001-BDZ-00058-01,2,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.359746579744744,2.359746579744744,1285.0,19.0,544.55,0.0,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.8,2.8,QX-00003,110,True,feasible,483.7612055054067,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.2346101012682493,2.2346101012682493,699.5,173.0,313.03,0.0,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.8,2.8,QX-00004,110,True,feasible,346.8312997682236,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.972661915873116,2.8,1885.5,124.0,634.28,0.0,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.8,2.8,QX-00005,110,True,feasible,1420.7709368772253,50.0,new_third_transformer;storage,EXP-QX-00005-BDZ-00162-01,2,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.1715719588060014,2.1715719588060014,2077.0,465.0,956.45,375.6034408297081,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.8,2.8,QX-00007,110,True,feasible,0.0,0.0,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.036537983542863,2.036537983542863,3113.5,0.0,1528.82,0.0,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.8,2.8,QX-00008,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.8,2.8,QX-00009,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.8,2.8,QX-00010,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.9,2.9,QX-00001,110,True,feasible,174.89230447581042,50.0,new_third_transformer;storage,EXP-QX-00001-BDZ-00058-01,2,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.359746579744744,2.359746579744744,1285.0,19.0,544.55,0.0,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.9,2.9,QX-00003,110,True,feasible,483.7612055054067,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.2346101012682493,2.2346101012682493,699.5,173.0,313.03,0.0,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.9,2.9,QX-00004,110,True,feasible,346.8312997682236,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.972661915873116,2.9,1885.5,124.0,634.28,0.0,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.9,2.9,QX-00005,110,True,feasible,1420.7709368772253,50.0,new_third_transformer;storage,EXP-QX-00005-BDZ-00162-01,2,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.1715719588060014,2.1715719588060014,2077.0,465.0,956.45,375.6034408297081,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.9,2.9,QX-00007,110,True,feasible,0.0,0.0,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.036537983542863,2.036537983542863,3113.5,0.0,1528.82,0.0,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.9,2.9,QX-00008,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.9,2.9,QX-00009,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
2.9,2.9,QX-00010,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
3.0,3.0,QX-00001,110,True,feasible,174.89230447581042,50.0,new_third_transformer;storage,EXP-QX-00001-BDZ-00058-01,2,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.359746579744744,2.359746579744744,1285.0,19.0,544.55,0.0,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
3.0,3.0,QX-00003,110,True,feasible,483.7612055054067,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.2346101012682493,2.2346101012682493,699.5,173.0,313.03,0.0,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
3.0,3.0,QX-00004,110,True,feasible,346.8312997682236,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.972661915873116,2.972661915873116,1885.5,124.0,634.28,0.0,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
3.0,3.0,QX-00005,110,True,feasible,1420.7709368772253,50.0,new_third_transformer;storage,EXP-QX-00005-BDZ-00162-01,2,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.1715719588060014,2.1715719588060014,2077.0,465.0,956.45,375.6034408297081,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
3.0,3.0,QX-00007,110,True,feasible,0.0,0.0,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.036537983542863,2.036537983542863,3113.5,0.0,1528.82,0.0,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
3.0,3.0,QX-00008,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
3.0,3.0,QX-00009,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
3.0,3.0,QX-00010,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
unbounded,,QX-00001,110,True,feasible,174.89230447581042,50.0,new_third_transformer;storage,EXP-QX-00001-BDZ-00058-01,2,actual_2021_asset_baseline_unbounded,False,2.359746579744744,2.359746579744744,1285.0,19.0,544.55,0.0,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
unbounded,,QX-00003,110,True,feasible,483.7612055054067,0.0,storage,,1,actual_2021_asset_baseline_unbounded,False,2.2346101012682493,2.2346101012682493,699.5,173.0,313.03,0.0,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
unbounded,,QX-00004,110,True,feasible,346.8312997682236,0.0,storage,,1,actual_2021_asset_baseline_unbounded,False,2.972661915873116,2.972661915873116,1885.5,124.0,634.28,0.0,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
unbounded,,QX-00005,110,True,feasible,1420.7709368772253,50.0,new_third_transformer;storage,EXP-QX-00005-BDZ-00162-01,2,actual_2021_asset_baseline_unbounded,False,2.1715719588060014,2.1715719588060014,2077.0,465.0,956.45,375.6034408297081,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
unbounded,,QX-00007,110,True,feasible,0.0,0.0,none,,0,actual_2021_asset_baseline_unbounded,False,2.036537983542863,2.036537983542863,3113.5,0.0,1528.82,0.0,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
unbounded,,QX-00008,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_unbounded,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
unbounded,,QX-00009,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_unbounded,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
unbounded,,QX-00010,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_unbounded,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc0.80,1.0,0.8,1.0
1.5,1.5,QX-00001,110,True,feasible,578.3478671396169,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.2679276466807456,1.5,1235.0,138.0,544.55,0.0,0.95,0.8,pf0.95_beta0.80_sc1.20,1.0,1.2,1.0
1.5,1.5,QX-00003,110,True,feasible,725.64180825811,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.2346101012682493,1.5,699.5,173.0,313.03,0.0,0.95,0.8,pf0.95_beta0.80_sc1.20,1.0,1.2,1.0
1.5,1.5,QX-00004,110,True,feasible,520.2469496523353,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.972661915873116,1.5,1885.5,124.0,634.28,0.0,0.95,0.8,pf0.95_beta0.80_sc1.20,1.0,1.2,1.0
1.5,1.5,QX-00005,110,True,feasible,4030.8626688337954,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.1192953107846724,1.5000000000000002,2027.0,962.0,956.45,364.954958178341,0.95,0.8,pf0.95_beta0.80_sc1.20,1.0,1.2,1.0
1.5,1.5,QX-00007,110,True,feasible,0.0,0.0,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.036537983542863,1.5,3113.5,0.0,1528.82,0.0,0.95,0.8,pf0.95_beta0.80_sc1.20,1.0,1.2,1.0
1.5,1.5,QX-00008,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc1.20,1.0,1.2,1.0
1.5,1.5,QX-00009,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc1.20,1.0,1.2,1.0
1.5,1.5,QX-00010,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc1.20,1.0,1.2,1.0
1.6,1.6,QX-00001,110,True,feasible,578.3478671396169,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.2679276466807456,1.6,1235.0,138.0,544.55,0.0,0.95,0.8,pf0.95_beta0.80_sc1.20,1.0,1.2,1.0
1.6,1.6,QX-00003,110,True,feasible,725.64180825811,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.2346101012682493,1.6,699.5,173.0,313.03,0.0,0.95,0.8,pf0.95_beta0.80_sc1.20,1.0,1.2,1.0
1.6,1.6,QX-00004,110,True,feasible,520.2469496523353,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.972661915873116,1.6,1885.5,124.0,634.28,0.0,0.95,0.8,pf0.95_beta0.80_sc1.20,1.0,1.2,1.0
1.6,1.6,QX-00005,110,True,feasible,4030.8626688337954,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.1192953107846724,1.6,2027.0,962.0,956.45,364.954958178341,0.95,0.8,pf0.95_beta0.80_sc1.20,1.0,1.2,1.0
1.6,1.6,QX-00007,110,True,feasible,0.0,0.0,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.036537983542863,1.6,3113.5,0.0,1528.82,0.0,0.95,0.8,pf0.95_beta0.80_sc1.20,1.0,1.2,1.0
1.6,1.6,QX-00008,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc1.20,1.0,1.2,1.0
1.6,1.6,QX-00009,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc1.20,1.0,1.2,1.0
1.6,1.6,QX-00010,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc1.20,1.0,1.2,1.0
1.7,1.7,QX-00001,110,True,feasible,578.3478671396169,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.2679276466807456,1.7,1235.0,138.0,544.55,0.0,0.95,0.8,pf0.95_beta0.80_sc1.20,1.0,1.2,1.0
1.7,1.7,QX-00003,110,True,feasible,725.64180825811,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.2346101012682493,1.7,699.5,173.0,313.03,0.0,0.95,0.8,pf0.95_beta0.80_sc1.20,1.0,1.2,1.0
1.7,1.7,QX-00004,110,True,feasible,520.2469496523353,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.972661915873116,1.6999999999999995,1885.5,124.0,634.28,0.0,0.95,0.8,pf0.95_beta0.80_sc1.20,1.0,1.2,1.0
1.7,1.7,QX-00005,110,True,feasible,4030.8626688337954,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.1192953107846724,1.7000000000000002,2027.0,962.0,956.45,364.954958178341,0.95,0.8,pf0.95_beta0.80_sc1.20,1.0,1.2,1.0
1.7,1.7,QX-00007,110,True,feasible,0.0,0.0,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.036537983542863,1.7,3113.5,0.0,1528.82,0.0,0.95,0.8,pf0.95_beta0.80_sc1.20,1.0,1.2,1.0
1.7,1.7,QX-00008,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc1.20,1.0,1.2,1.0
1.7,1.7,QX-00009,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc1.20,1.0,1.2,1.0
1.7,1.7,QX-00010,110,False,infeasible,,,none,,0,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,,,,,,,0.95,0.8,pf0.95_beta0.80_sc1.20,1.0,1.2,1.0
1.8,1.8,QX-00001,110,True,feasible,578.3478671396169,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.2679276466807456,1.8,1235.0,138.0,544.55,0.0,0.95,0.8,pf0.95_beta0.80_sc1.20,1.0,1.2,1.0
1.8,1.8,QX-00003,110,True,feasible,725.64180825811,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.2346101012682493,1.8,699.5,173.0,313.03,0.0,0.95,0.8,pf0.95_beta0.80_sc1.20,1.0,1.2,1.0
1.8,1.8,QX-00004,110,True,feasible,520.2469496523353,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.972661915873116,1.8,1885.5,124.0,634.28,0.0,0.95,0.8,pf0.95_beta0.80_sc1.20,1.0,1.2,1.0
1.8,1.8,QX-00005,110,True,feasible,4030.8626688337954,0.0,storage,,1,actual_2021_asset_baseline_grandfathered_incremental_rcap,False,2.1192953107846724,1.8,2027.0,962.0,956.45,364.954958178341,0.95,0.8,pf0.95_beta0.80_sc1.20,1.0,1.2,1.0
